国家站点,ASIN,评论ID,评论标题,属性,评论内容,VP标识,星级,作者,评论时间
US,B0D8PTGKSM,R3RSFZCXQHEP9O,stopped working,Color: Aurora White,Stopped working after a month after I had discarded the packaging.,是,1,Kevin Barry,2025-02-16
US,B0D8PYL8CS,R25OFCJXEUI807,Only for apple products,Color: Pink Aura,Did not know this product was only for apple products. Does not work with any of my devices. Need to make it clear who it is for.,是,1,Cindy,2025-02-15
US,B0D8PYPJ8P,R57B6VJXJ89EB,Works well,Color: Teal Oasis,Works well and nice design,是,5,DLB,2025-02-14
US,B0D8PTGKSM,R14Z4VDQCWIH6S,"It won't charge anything, even when the light is on",Color: Aurora White,"I've tried to use this a few times on a few trips, and have been unable to get it to charge any of my items. I will plug it in, and the light will blink, but neither my wireless headphones, iphone, or apple watch will show as charging. I may have a defective one. It has never worked since opening the box.",是,1,Kiki Denarie,2025-02-12
US,B0D8PYWHZR,R2AZB2VEDND9SH,"Must have,",Color: Black Stone,No more cables. just one charger for everything.,是,5,IA,2025-02-09
US,B0D8PYWHZR,RKJ5VBFYE45WE,Good but not great.,Color: Black Stone,"I normally love anchor products, but this one did not work well for me. I tried a lot of travel chargers and found better options that were less expensive.",是,3,Prime Customer,2025-02-09
US,B0D8PTGKSM,R13Q8LZMPWWZ8H,Nice travel charger,Color: Aurora White,"Folds up nicely. Easily works with watch, AirPods and phone - the new iPhone 16",是,5,Kenneth H. Beck,2025-02-08
US,B0D8PTGKSM,R1UWODXXGH9DF,Compact and charge fine,Color: Aurora White,This works well for my needs as I dont have to bring different charger for watch and phone. Love it fits all in the charger dock without a problem. It is compact and easier to bring along to hotels,是,5,AT,2025-02-08
US,B0D8PYWHZR,R3W0WDOYVNP4TP,This is the one you want,Color: Black Stone,"There are a lot of variations on the theme of ""folding multi-device travel charger"" out there. This is the one you want. The design is the most compact and ergonomic, the build quality is rock solid while being very light, and it's Anker, so you have some peace of mind versus whatever all-caps random letter brand you might otherwise find on Amazon.",是,5,Piano Quartz,2025-02-05
US,B0D8PYPJ8P,R2XVLWENJ9PV2O,I Love It!,Color: Teal Oasis,"This is the best charger for a busy person with multiple Apple devices. I work at a hospital and I don’t have the pocket space to carry multiple chargers for my iPhone and my Apple Watch Ultra so when I saw this I had to check it out and I love it. 1 charger for multiple devices for a busy healthcare worker. I highly recommend this charger for anyone who very busy because of how compact it is, for the fast charging, and the strong magnet strength!",是,5,Shervenia N. Pettigrew,2025-02-01
US,B0D8PYWHZR,R1JQL7PIB0AKIU,NICE!!!,Color: Black Stone,this things are awesome! For a cruise it works wonderfully,是,5,VOZ,2025-01-31
US,B0D8PYL8CS,R3D1T4T5TQLSFO,Perfect for traveling,Color: Pink Aura,Love this - perfect for traveling,是,5,Lisa Yanz,2025-01-30
US,B0D8PYWHZR,RVTQG1ICVLBIQ,This is going to be handy on a ship,Color: Black Stone,"Instead of a powerstrip (which ships do not allow) and a sea of wires a single unit that I can fold into my suitcase.
<br>
<br>The one thing that is missing is for it to have a USB-C output connector. I had to replace the power brick they supplied with one with two ports. I have a piece of non apple gear that also needs electrons",是,5,Rob,2025-01-29
US,B0D8PTGKSM,R2Q67ID79A5YKK,"Appears small, but works BIG",Color: Black Stone,"This compact and simple to set-ip cell phone (plus accessory) charger is well designed and simple to operate. It holds the phone and accessories securely with strong magnets, and charges the various devices quickly and efficiently. Best of all it folds up into compact unit that fits in the palm of the hand and into the pants pocket.",是,5,DavaoJoe,2025-01-27
US,B0D8PTGKSM,R1UGH40OB4Z4DR,OBSESSED! best travel charger!,Color: Black Stone,"This is everything I’ve been looking for in a travel charger! It charges your iPhone, iPods and o watch at the same time and quickly. The magnet is super strong for the phone section and I LOVE how this little guy folds up to be so compact. Perfect for travel. Genius design. I have not had any problems with this heating up at all. Bought this for myself and for others as a gift! Perfect for anyone who travels and has all the Apple products!",是,5,Dayna Schaaf,2025-01-27
US,B0D8PYL8CS,R35VH3C0E3TH3W,A brand name I can trust,Color: Pink Aura,Working as expected.,是,5,TTN,2025-01-26
US,B0D8PTGKSM,R1QCX7HE6I4HS2,Anker Excellence,Color: Aurora White,"So much better than trying to grab all types of cables and wall adapters.
<br>
<br>High quality product!",是,5,Spaul Heart,2025-01-26
US,B0D8PYWHZR,R3TGS9YMTNOHBA,Fantastic find!,Color: Black Stone,"Great quality, compact for travel, works great!",是,5,OwlMomma08,2025-01-25
US,B0D8PYL8CS,R3LT37SXV7TXWQ,Great Buy,Color: Pink Aura,I love this charger. Small and convenient to take anywhere. Fast charge. Magnetic strength is strong.,是,5,Keisha L Morton,2025-01-25
US,B0D8PYWHZR,R4F2150XL7RQM,Nice compact travel charger,Color: Black Stone,Bought as a gift for my son who travels a lot and he really liked how compact it was and that it charged all three of his devices. Good purchase.,是,5,trudy bronx,2025-01-25
US,B0D8PTGKSM,R14ADZNRAPFBKJ,Great travel charger.,Color: Aurora White,Great travel charger. Could be a hair more powerful for faster charging.,是,4,Jonathan Roig,2025-01-25
US,B0D8PTGKSM,R3BOTVQ67WQ4KX,Perfect Charger for Home and On the Go,Color: Aurora White,"This charger is perfect! It is compact for travel, and significantly reduces the cord clutter at home. We no longer have three cables getting tangled to charge a phone, AirPods, and an Apple Watch. Efficiency at it's finest.",是,5,Douglas Goodwin,2025-01-23
US,B0D8PYWHZR,R36YULNHEVE5NR,Stopped working after two weeks of operation,Color: Black Stone,"I got this charger 5 weeks ago, and used it maybe for 2 weeks (I use it for traveling). And now the phone charging part of it has stopped working . Pretty expensive for a charger that works for 2 weeks",是,1,RZ,2025-01-23
US,B0D8PYWHZR,R2XJLKPXDEFWSS,A Travel Must!,Color: Black Stone,"As someone who travels with an iPhone, a smartwatch, and wireless buds, this has become a travel must. This accessory has allowed me to streamline my tech pouch with less clutter and less wires, which is always a good thing. And now I can charge all 3 of my devices at once with one item. Love it!
<br>
<br>It is worth noting that the charging 3-in-1 accessory does need a USB-C cable, which is included, and it also comes with a small brick to plug-in as well. Personally, I bring a different charging brick since the one included only has one port, so I can charge something else as well such as laptop.
<br>
<br>I definitely recommend because this just makes things simpler for an avid traveler.",是,5,Samuel,2025-01-22
US,B0D8PYWHZR,R1PH2D01BQLTF4,Noodles,Color: Black Stone,Excellent product. Great addition to my IT accessories. Easy to transport opens up beautifully. That’s all you need to charge your iPhone your Apple Watch and your ear pods. Definitely would recommend it. I plan on buying one for my nephew.,是,5,Flower,2025-01-22
US,B0D8PYWHZR,RXP2GW2MNEO22,Poor Quality - Poor Support,Color: Black Stone,I usually rather like Anker products but this thing just stopped working altogether after 90 days. Outside the return window so I asked for support - ended up paying a restocking fee to send it back. Which I guess was better than being stuck with a dead unit - but still you expect something that costs this much to last a little longer.,是,1,John M. Krumenacker,2025-01-22
US,B0D8PYWHZR,R14LTYSB0MRW3U,This charger is worth 5 Stars,Color: Black Stone,"We've used many iPhone/Watch chargers over the years, with the majority being either 'just ok', or 'its going back'. My criteria is :
<br>
<br>1. how quickly and easily can I place an iPhone to activate the charger
<br>2. does it charge through our iPhone cases
<br>3. is it easy to stow in my carry-on
<br>4. is it quick to set up while travelling
<br>5. ideally can it charge 2 phones and a watch
<br>
<br>It's not as important how long it takes to charge, as we do our charging at night and expect the device battery to get us through 1 day.
<br>
<br>The UFO checks all the boxes. I've NEVER had to play with a phone or watch to get it to charge, it's ridiculously small but effective for travel, and the center non-Magsafe charger is very easy to place a 2nd phone for charging. It even charges the watch and Magsafe at very high wattage.
<br>
<br>It's honestly the best travel charger I've ever used.",否,5,BGH,2025-01-21
US,B0D8PYWHZR,R3EX2I6E5YS0WB,Great,Color: Black Stone,Works great and so convenient for travel,是,5,RS,2025-01-21
US,B0D8PYWHZR,R1GWHVVQ18UBAU,Small portable charger,Color: Black Stone,Great little portable charger for apple devices. Folds up for travel nice design,是,5,B. MARION,2025-01-20
US,B0D8PTGKSM,R1KCKRB5BLWWMJ,Ability to charge multiple items simultaneously.,Color: Aurora White,Able to charge my iPhone with the Otterbox cover in place.,是,5,Buddy,2025-01-20
US,B0D8PYPJ8P,R1RPMNR5PYM0PO,Fast charging and ultra portable,Color: Teal Oasis,"I am a 100K+ traveler and this 3-in-1 now goes with me on all of my trips. It is light, small and charges all three of my apple devices quickly. I had it on the table for others to use at a recent conference and it drew many positive comments. A few people even ordered them on the spot after experiencing the convenience. Yet another great Anker product.",是,5,Favorite Family Reads,2025-01-20
US,B0D8PYL8CS,RKME6K4XXECAO,D.O.A,Color: Pink Aura,"The media could not be loaded.       &nbsp;Mine arrived today. Tested it. DOES NOT WORK.
<br>I switched it to a stronger charger cable the I know works and is currently charging my device. Still nothing, as shown on my video.
<br>Upsetting to get a DOA because I am traveling tomorrow and wanted to use this!",是,1,MissM,2025-01-17
US,B0D8PTGKSM,R1VHV3N9DU5ISM,It Didn't work,Color: Aurora White,"I wanted to LOVE this product. I bought it for a trip, but it arrived, and no matter how I fussed with it, I couldn't get my phone to charge, so I returned it. Huge bummer.",是,1,patricia,2025-01-17
US,B0D8PTGKSM,R2RE7HT2KAJ2IC,Stops working after a few months,Color: Aurora White,"I liked the concept, but it stopped working after 2-3 months of use. I contacted Anker, and they are making me jump through hoops for a replacement/repair. I really liked and trusted Anker products, but this has been a frustrating and disappointing experience.",是,1,Daub,2025-01-16
US,B0D8PYWHZR,RSAYFSLPG78Q8,One of my best purchase,Color: Black Stone,"Recommend this if you use airpods, watch, iphone. Very convenient",是,5,Jessica,2025-01-15
US,B0D8PYL8CS,RMJTWS4FOED4Q,Anker is great!,Color: Pink Aura,Got this for my wife and she LOVES IT! Works as advertised and folds away easily for quick transport when traveling or taking it to work. Absolutely zero complaints and would definitely order again!,否,5,Jeff,2025-01-15
US,B0D8PYL8CS,R20YXYPTO46P5H,HEAVY and BULKY!,Color: Pink Aura,"1️⃣DISLIKED that Anker FAILED to MENTION how Heavy and Bulky this item is. Frustrated. Definitely only suitcase, briefcase, or large bag appropriate.
<br>2️⃣😡That it went in sale—immediately after delivery. By more than $22.00
<br>3️⃣CURIOUSER and CURIOUSER that Anker only displayed certain question about the product.
<br>4️⃣Cautious about peoples' comment about number of watts used when charging One device—much lees when trying to charge two or all three—
<br>IPhone, Apple Watch, and AirPods.
<br>5️⃣Do cute colors even count—given numbers 1-4?
<br>✅Return",是,2,JustBeHonest,2025-01-15
US,B0D8PYWHZR,R6DP59OM3U8CK,Awesome portable charging solution,Color: Black Stone,"I hate traveling and having to bring 4 bespoke cables for the Apple ecosystem, this solves that problem. It’s so small and convenient!",是,5,Logan,2025-01-13
US,B0D8PTGKSM,R18GKJD8R10KTK,Better than expected,Color: Aurora White,"I don’t usually trust non-Apple charging devices but this one actually works, doesn’t overheat my devices, and is a great way to ensure I have all the right chargers with me. Will buy a second one!",是,5,amazon_junkie_4444,2025-01-13
US,B0D8PYWHZR,R1FHRLZ6CG8S8W,Best Travel Charger Ever,Color: Black Stone,"Compact, triple device and simple to use. A rapid charge for all devices at the same time…Apple Watch, AirPods and IPhone. The flip and fold design not only keeps it neat, but it keeps it held to form with a locking magnet.",是,5,K. D.,2025-01-12
US,B0D8PYPJ8P,RCAWI12XK7F1V,Great for at home or travel,Color: Black Stone,This charger is amazing for someone with multiple Apple products! I now only have to worry about our one cord and it isn’t a tangled mess of them! I love how simple the design is and how well it charges all three electronics!,是,5,Amazon Customer,2025-01-12
US,B0D8PYPJ8P,RCW0UDMGOS8IF,Great triple charger,Color: Aurora White,Really nice triple charger. Folds up very compactly for travel.,是,5,BC,2025-01-12
US,B0D8PYL8CS,R167UQYNXE3DQT,"Not a wireless base, must be plugged in",Color: Pink Aura,"When I originally ordered this, I thought it was a ""chargeable charger."" Meaning, you could charge the UFO base and take it with you as a ""wireless charger."" It is NOT. That's not to say that it's not amazing and super easy to travel with. The other reviews do it justice as far as being a great charger.
<br>
<br>It would be nice to have a pouch to carry all three pieces, but I did find that there are cases specifically made for this. However, I did buy it thinking that I could charge on the go without carrying the cord and outlet brick (like the lady in the photos putting only the UFO in her pocket). I just wanted to clear that up in case anyone else thought ""wireless"" meant completely wireless.
<br>
<br>It's a little expensive for what it is. I agree with the other reviewers that it probably should be about $50. If you could charge the base, and travel with just the ""UFO"" by itself even for a few hours, it might justify this price.",是,4,Leverette515,2025-01-12
US,B0D8PYWHZR,RNNL1UPGBH4DH,Good portable convenient factor,Color: Black Stone,"Usually took a heavier travel 3 in 1 charger until I found this.
<br>Much lighter and takes less space in my bag. A travel essential charging station!",是,5,C.R.W,2025-01-11
US,B0D8PTGKSM,R5U8BTFASJGSW,Stopped working after 3 weeks,Color: Aurora White,"Brought this for vacation since it very compact but it stopped working after 3 weeks, doesn't charge my iphone or apple watch anymore.",是,1,Customer,2025-01-10
US,B0D8PYWHZR,RY2A4R8LEAAAH,One star because it doesn’t meet the purpose of why I purchased it,Color: Black Stone,I got this thinking it would plug into the Anker portable battery. I wanted to use it on camping trips. It is not compatible,是,1,Bill M,2025-01-09
US,B0D8PYWHZR,RBDPWX53P3ANR,Works as expected.,,Works fantastic for all your travel needs. Wish it had a travel case or something like that but I love how compact it is.,是,5,Jennifer Watkins,2025-01-06
US,B0D8PYWHZR,R3RTLMUHEUINJ9,Convenient,,"Charge phone, watch and air pods in one device and one outlet. Pink is beautiful",是,5,Janet Hershman,2025-01-06
US,B0D8PYWHZR,R2D3DG6XCHOYRJ,Heads up: will NOT charge Samsung Watches,,"This product will ONLY charge iPhone watches and iPods. I have been an avid Anker user since 2006, but this let down has solidified my choice to never use their products again. I was even contemplating getting a full solar bank setup through Anker, but am glad that I didn't.",否,3,Michael A. Olsen,2025-01-06
US,B0D8PYWHZR,R1B2V2BVQ82Q2C,For travel and home,,"Great! Not super speedy but it gets the job done in a decent timeframe. The Apple Watch and AirPods charge up at the same time and everything is in one place. Nice travel companion, small enough to fit inside a compact space, and convenient to have here at home. The green is attractive, unit functions as expected, can’t beat Anker.",是,5,Lydia,2025-01-05
US,B0D8PYWHZR,R28FZOJXY65NUL,Small And convenient,,It’s just what I needed for travel!! Works great and I trust all anker products!,是,5,Laura Gregory,2025-01-05
US,B0D8PYWHZR,R3NQTC71EP32B5,Fast charging!,,Very pleased with this small handy super fast charging combo! A must have for home or on the road travels.,否,5,KAH,2025-01-03
US,B0D8PYWHZR,R28V698TPOXEA3,"Works great, love Anker products",,Works well and my fiancee really enjoys the portability and less wires than having one for each device. I have really liked all the Anker products I've purchased. Like the magsafe chargers and all of their cables. I've never broken a single one.,是,5,Carter,2025-01-03
US,B0D8PYPJ8P,RJTYQKXPODEG6,Gift to family,,All of family loved the gift. Absolutely love product,是,5,James B,2025-01-01
US,B0D8PYPJ8P,R1KE3JH208GW7S,"Elegant travel solution for iPhone, Apple Watch, and AirPods",,"Long story short, the Anker MagSafe Compatible MagGo UFO 3-in-1 Charger is a compact and elegant charging solution that has simplified my travel gear, reducing friction and viscosity for my overall travel experience. It's a little pricey, but worth it for the convenience, space-saving, and performance.
<br>
<br>I'm the guy responsible for power delivery for all of the devices on family trips (two adults and two older teens with loads of Apple devices), and I normally have a hefty tech bag full of chargers and cables of all varieties to ensure everyone can keep everything charged. Hotels can be tough with a limited number of outlets, many of which are loose from extensive use, so ensuring all devices can be charged involves either bringing portable plug strips, multi-port chargers, and several duplicates of lightning, USB-C, and Apple Watch pucks to ensure all devices are able to charge, especially at night. It all works, but it is an unsightly mess of cables taking up a fair amount of limited horizontal space.
<br>
<br>I had known about the Anker 3-in-1 system (and others like it), but I had irrationally resisted picking one up due to the relatively high price, and the fact that I had an inelegant but functional alternative. Fortunately for me, my wife decided to purchase two of these as xmas gifts for me and for herself, and we were able to put them to use right away on a holiday trip.
<br>
<br>No surprise, this is a MUCH cleaner and space saving charging solution that leaves plenty of room on the nightstand for other items. The charging is plenty fast with Qi2 for iPhone and 15W charging for Apple Watch (AirPod charging seemed to work fine, too, but I haven't speed-tested this feature from a low charge). Everything stays cool to the touch while charging, which is not the case with all Qi or Qi2 chargers I have used. The charger folds up into a clever and convenient little bundle, and it fits nicely in my travel tech pouches. The included 40W USB-C adapter is decently compact with folding plugs, and it is also perfectly useable to charge my MacBook Air 15"" when needed.
<br>
<br>I'll echo the sentiment of some of the other reviews that suggested that a small carrying bag or pouch would be a nice addition, but there are plenty of inexpensive 3rd party options that would work fine. Personally I use a folding tech pouch with plenty of spaces to pack the charger, adapter, and cable. The folded up charger is a little on the thick side (1.4""), but I have plenty of charging adapters that are equally thick, so it's not a problem to find appropriate spaces.
<br>
<br>I already have another charging system for my nightstand at home, but one could certainly use this as an every-day charger if you are on a budget or don't want duplicate gear. Personally I would chose a dedicated home charging station (Anker makes a few, and there are many others), rather than one optimized for travel.
<br>
<br>On the price, that's always going to be a personal judgment. I was somewhat reluctant, but fortunately my wife got us over the hump, and in retrospect I think it was well worthwhile for the convenience and elegance of the compact, simple, clean solution.
<br>
<br>Finally regarding the brand, I have had very good experiences with all the Anker products I have purchased over the years (cables, charging adapters, power banks, usb hubs), so I anticipate few if any problems with this charger, and good customer service if ever needed.",是,5,Alan Fry,2025-01-01
US,B0D8PYWHZR,R1ZJNMDL1I3HBP,"Perfect for Travel, Home or the Office",,It works as expected and is compact for travel.,是,5,Alan,2025-01-01
US,B0D8PYPJ8P,R321UFHH3I2Q4A,It works well,,My sister loved it. She uses it all the time,是,5,Ashlea Jackson,2024-12-31
US,B0D8PYPJ8P,R2LN6VI9MM3H9L,Failed after less than 3 months,,"This is a great idea for travel, charges iPhone, AirPods, and watch in a very compact and light weight form function. I should have realized it was too good to be true. After 2 1/2 months, the iPhone and AirPods charging pads no longer work, while the watch still works. I changed cords, power bricks, nothing works. They were used less than half dozen times, and don't look fragile. Too bad, $96 wasted. I've used a lot of Anker products, I expect more reliability than 3 months for something as expensive as this.",是,1,G. Pierce,2024-12-29
US,B0D8PYPJ8P,R3JD6OPJAXA5GP,Uninformed,,Unfortunately it doesn’t say ionly AirPods Pro work in this device.,是,1,Amazon Customer,2024-12-27
US,B0D8PYPJ8P,R1CYXNZ6OEEJYR,Compact / Travel,,"Compact, great for travel. In a pinch, can use the middle disc to charge a second phone. We liked it so much that we purchased another one.",是,5,Bo's Mom,2024-12-21
US,B0D8PYPJ8P,R1X2MRI1DWTFTX,Light and practical charger,,"This is a very light, easy to carry and practical charger. It takes very little space once you fold it. It charges your devices quickly and eliminates the need to bring multiple chargers with you.",是,5,Alfredo Perez,2024-12-20
US,B0D8PYPJ8P,R370GJDW2OEEXN,Just what I needed.,,"This product is sleek, compact, and extremely efficient at charging my iPhone phone and my headphones. I purchased it while it was discounted… I find it a good value. The magnet is strong and securely holds my iPhone and place while charging. Recommend this portable charger for any traveler.",是,5,George,2024-12-20
US,B0D8PTGKSM,RJBTBOD5UTIH6,Compact multi charger,,"Perfect little charger for travel! Works as I had hoped, charging quickly using the base it came with. Love the ability to charge my Iphone, Apple watch and Air pods all at once with only one block and one cord. Tried other brands but found this was the lightest, quickest charging and overall, the best value for the money.",是,5,KLDW,2024-12-14
US,B0D8PYWHZR,R30AZDHW6GMB69,Easy to Pack!,,"This is so convenient to pack and go! I was looking for a wireless charger that does it all: charges my iPhone, Apple Watch, &amp; AirPods all at the same time and this is it. Big plus that it's small to pack and doesn't take any space in packing! And the magnet is pretty strong when it's charging the items.",是,5,mzcrystalmarie,2024-12-12
US,B0D8PYWHZR,R2C9V5L50SP38P,Just right for the price!,,This little Anker portable charger is awesome very small and can be used anywhere. Night viewing wasn’t important to me. It charges very fast my iPhone and pods and watch are ready for use in no time. If you travel a lot this is the one for you. I also recommend buying the case for it as well to keep everything in one spot.,是,5,Hank C,2024-12-12
US,B0D8PTGKSM,R3FZ0DNQT6FXUJ,Convient,,Works great! Love the size and my phone and watch attach immediately. Easy to pack for travel. Was able to get a Black Friday discount for this folding charging device by Anker. Thank you.,是,5,Marsha,2024-12-11
US,B0D8PTGKSM,R1L2DLP9JTO22J,Very disappointed with the product it works only about half the time.,,If you find the right spot on your phone then you my need to prop up your phone. Same thing wíth the watch attachment bought 2 going the company reputation.because I had to wait till I traveled I can't return them.,是,1,Paul,2024-12-11
US,B0D8PTGKSM,RGKMAH70ZX0UW,"Charge two phones if you need to, great for traveling for work!",,"Just what I needed. I didn’t see anyone write about this yet, but yes, you can charge a second phone properly using the center charging pad. Where the iPod charging case can rest. This works well for me having a quick plug in the wall, drop the personal and business phone down with the watch at the end of the day and forget about it.
<br>
<br>Quality feels alright, I was hoping for a slightly sturdier fit and finish, but the product works. A lot lighter than I expected.
<br>
<br>For convenience, this is where it’s at and I think it’s one of Anker’s best products for the traveler. One plug, one cord, instead of two or three plugs and three cords.
<br>
<br>The next question and perhaps I’ll update the review later, but I with my experience with Anker products, they don’t fail fast. I have a feeling a new and improved version, or this one will be discontinued by the time it stops working. Who knows.
<br>
<br>This would make a great gift for someone traveling often for work too. From experience with third-party products, this might be on the steep side nearing $100, but if you settle for less it will fail or defect, or cause major issues with your phone degrading the battery quicker. I recommend the Anker products.",是,5,the.hatton,2024-12-10
US,B0D8PTGKSM,R8BP2TDSVWSWC,Nice compact charger,,Comes as advertised. Anker is a very solid company and the charger works great. Perfect for traveling…,是,5,Dean McGregor,2024-12-10
US,B0D8PTGKSM,R2D1RX29ZYR3Q9,Travel charger,,This was a great charger to bring when traveling. It is compact and allows for a single charger for 3 items.,是,5,Robert,2024-12-07
US,B0D8PTGKSM,RYQMPNYOP82QQ,"Great for Travel, just be sure you have enough power going to your cable!",,Worked great once I realized that this needed more from the usb c port than my travel adapter was going to give me. Bought a new adapter with 15 - 30 w going out of the usb c port and it works fine.,是,5,Naaman,2024-12-07
US,B0D8PTGKSM,RQNIKDZHXT565,Compact,,It is little pricey but nice and compact for traveling.,是,5,Gigi,2024-12-05
US,B0D8PTGKSM,R1MP2M11B9F5QR,Charger works great,,It convenient and very portable.,是,5,Christopher Harrison,2024-12-05
US,B0D8PTGKSM,R1DQXUTMGTL82L,Great Quality!,,"I like the added function of 3 charging pads, and Anker is great quality.",是,5,Kevin W. Smith,2024-12-05
US,B0D8PTGKSM,R3P1F5JPDNMFPR,Charger,,Works great,是,5,Edwin Lee,2024-12-05
US,B0D8PTGKSM,R7GXOOFN32YXC,Great travel accessory. Replaces a buch of cables,,Liked its compactness and versatility,是,5,Edward A Popka,2024-12-05
US,B0D8PTGKSM,RK0N58PUOZ6U7,Great size,,"Perfect size for home, office or traveling!
<br>Would definitely fit in your purse, briefcase.
<br>Magnet and speed if charging is also very good.",是,5,Happy Shopper,2024-12-05
US,B0D8PTGKSM,R36S7LJKK2XZ7R,It is small and easy to pack up,,It is easy to pack and use make it simple when traveling. I wish the color was more of a pink color.,是,5,Erica,2024-12-04
US,B0D8PTGKSM,R1NLSDJPWF50B3,Great for travel!,,Finally a good all in one charger that handles everything I use on vacation. Has been a life changer!,是,5,ISMAEL DELUNA,2024-12-02
US,B0D8PTGKSM,R13A2DBBTO0SLT,it worked,,My wife loves the convenience of not having to use a bunch of cables. Good purchase.,是,5,Bob T,2024-11-30
US,B0D8PTGKSM,R39A95X5HASVYZ,Great charger!,,"Love the form factor, seems well made, perfect for travel. Definitely buy this if you have a watch, AirPods and phone to charge!",是,5,Julie,2024-11-30
US,B0D8PTGKSM,RDRPLLJVEL0ZB,AWESOME charger!,,The magnetic hold for your devices is super strong and your devices receive a strong and fast charge. The plug is best used in a wall outlet per instructions and it folds in on itself so that it can easily fit in your bag or even pocket! Great value and buy!,否,5,NaughtiLiterati,2024-11-29
US,B0D8PTGKSM,R2BQMWMJVIO7IC,Great!,,Very nice and small. Sure beats the charging pad.,是,5,Polish,2024-11-28
US,B0D8PTGKSM,R9L25O7BCYOSW,Its Anker,,The best!!,是,5,Chanel & Apple,2024-11-28
US,B0D8PTGKSM,R19PF2YJJOGFFV,"Compact and light, but akward to use",,"The design problem is that the magnets are so strong that you can't disconnect an iPhone without the whole thing lifting up. This is awkward if you have a Watch and AirPods charging. All the manufacturers are getting stronger magnets which is great if it's a tall stand, but it makes disconnecting from flat chargers a pain. Aside from that the plastic doesn't seem very premium to the touch. But I returned this mainly because my iPhone 15 Pro charged pretty hot, at about 99.5 F. My Belkin 2-in-1 nightstand charger peaks about 9 degrees lower than this. Overall, not worth it.",是,3,Jonathan,2024-11-28
