国家站点,ASIN,评论ID,评论标题,属性,评论内容,VP标识,星级,作者,评论时间
US,B0D7DKJ75M,R3RQUG3VNWHTSU,No complaints. Excellent battery for iPhones,Color: Black,"I added a MagSafe mount to the opposite side of the battery so that when I use it, I can still add a MagSafe attachment to the back of the battery. No complaints about this battery whatsoever. The USB C port can charge other devices so it’s a very convenient battery. Don’t need to remember a cable or worry about a retractable cable breaking - but it still works like any other 10k mAh battery",是,5,AmazonCustomer,2025-01-17
US,B0D7DKJ75M,RX2R7C7KNCXEG,Good product,Color: Black,Works exactly how you want it to. Holds a good charge and charges the phone wirelessly while on the go.,是,5,Mikayla,2025-01-17
US,B0D7J2HS1X,R2D9JIA5G3USQX,Fast,Color: Pink,This Anker MagGo charger works great. It charges my phone fast but the unit itself is weighty. It weighs more than my iPhone 12pro so adds considerably if you want to use your phone while it charges. The pink color is nice and pale (not a bright pink) and I really appreciate the design and function of this power bank.,否,5,mac girl*,2025-01-16
US,B0D7HZ4G5G,R30GPNHSQDT284,Extremely overheats worst origional.Qi2 very heavy,Color: White,"update 01/19/25 overheating within 3 minutes both 10,000 and 5,000, My opinion if buy either one o for 10,000 charged 90% faster , 5,000 charges 1% in 50 minutes . My 5,000 going back apple this week thinnest battery bank on market but there thin battery banks that much faster.
<br>Update: 01/17/25 10,000 slim well made strong magnets but heavy in pocket. I also received 5,000 slim from apple extremely slim amazing but has lot issues only charges 1% in 19 minutes and gets extremely hot there no way keep in pocket too hot. It's definitely thinnest on market it seems all Qi2 5,000 very slow and heat up crazy with few minutes .
<br>well made strong magnets , Charges fast first 10 minutes then iphones High temperature mode goes on , have remove magesafe 10 minutes it charges slowly . 10,000 well made but heavy keep in pocket
<br>Today received my anker slim and mean slim probably slimmest on Market . After 30 minutes 5,000 does get warm. But seeds same.as 10,000 . If need magsafe keep pocket try find 5,000 only buy apple.com or if get lucky apple store it's better option 10,000 less heat . probably 5,000 only get 50% better in pocket and comes with apple cable not cheap rubberlyike 10,000. For me 10,000 slim gets too hot and return it have original Anker Qi2 much weaker magnets but works and use 5,000 went out . I did take pics all 3 products . I would say if like apple magsafe buy 5,000 Qi2 gets warmer apple version . did partnership on 5,000 version only buy at apple. I have few magdafes from Anker , 5,000 esr stovetop like 10,000 slim , I also have 10,000 small company with Qi2 which faster only 39 . The positive on Anker 10,000 great magnets compare original always fell off, Burns up after 12 minutes that's con for me and well made heavy carry pocket. I will say this if have money get 5,000 slim and other good Anker product not Qi2 but has built in USB c works decent zolo 10,000.",是,1,Mlvky,2025-01-16
US,B0D7HZ4G5G,R5MCRQZWMPVW8,Don't just stay away! Run aways from this,Color: White,"1. Overheating issue like everyone else is saying ( Both iphone and this battery pack )
<br>
<br>2. After two months battery pack died",是,1,jay,2025-01-16
US,B0D7J2HS1X,R1QX2RJN02DXEV,Long battery life,Color: Pink,This was the perfect thing for someone on the go who forgets to charge their phone often enough. the magsafe feels super secure and it wont fall of your phone.,否,5,Randy DAmore,2025-01-15
US,B0D7DKJ75M,R15D480CU3UYTQ,Not a quick charger,Color: Black,"I bought this to charge my iPhone 16 Pro when traveling. While the Qi2 charging is a nice feature, I found charging via Qi was slower than expected and I'd rather just have a tethered external battery to charge with. The MagSafe magnet is not very strong and the added thickness of this battery makes it difficult to slide into your pants pocket without it detaching. I found it more convenient to carry in my jacket pocket or sling bag when using this. At the end of the day, if you don't mind how long it takes to charge this could be a good solution. I'd love this if Anker made it with a stronger MagSafe magnet and the unit were just a bit slimmer.",是,2,Steve L,2025-01-15
US,B0D7DKJ75M,R3K544MT1C2LAA,Very well done,Color: Black,It’s very easy to use and sturdy,是,5,STEPHEN J WILLIAMS,2025-01-14
US,B0D7J24952,R16I4978Y0ETUR,sleek for a portable battery of this power,Color: Green,I have been needing a new portable charger and went with Anker as they're a trusted name in the charging biz. This has a nice soft touch on the top and a metallic contrasting shade along the sides. The battery is not too clunky but I did find mag-safe charging heated up the battery more than I liked. Charging with the wire was noticeably cooler.,否,4,nyc_88,2025-01-14
US,B0D7DKJ75M,R1AO5POUT5YWQI,Charger,Color: Black,I got this for my 18 year old grandson and he loved it. Works great,是,5,Rita Hartwigsen,2025-01-13
US,B0D7DKJ75M,R272NMUK3TSIQR,Works well,Color: Black,"bought it for my son for his new Iphone 16 his got a nice case with good magnet so this one works really well, stick hard onto his case and charge, do get hot but charges quick.",是,5,K-N,2025-01-12
US,B0D7DKJ75M,RMP1C9Q1EGEX,Magnet not strong enough,Color: Black,"The magnet does not work if your phone has a case and it only barely holds to the back of the phone outside of the case. What is the point of having a magnet if it's just going to slip off the back of it? May as well just a stationary wireless charger.
<br>
<br>Very disappointed, especially given the price.",是,2,J. T.,2025-01-12
US,B0D7DKJ75M,R1E957X4QK3Q4H,One of the best,Color: Black,"Contemplated between this and the other MagGo Powerbank that comes with a small screen and stand, but ultimately chose this because I prefer a slimmer form factor.
<br>I use this with the provided cable instead of MagSafe charging; less heat and faster charging.
<br>Great to have both options to charge.",是,5,C.R.W,2025-01-11
US,B0D7DKJ75M,R33EP35H8P1TRC,Love it!,Color: Black,This product is great in a pinch!,是,5,Juli,2025-01-11
US,B0D7J24952,R1GR81H2MZ3LCG,Highly Recommend,Color: Green,"The light green Anker MagGo Power Bank is fantastic! My family absolutely loves it and uses it mainly as a backup battery for their Xbox controllers, which works perfectly. The ultra-slim design and MagSafe compatibility make it incredibly convenient, and the 10,000mAh capacity provides plenty of power. It charges quickly and efficiently, thanks to the Qi2-certified 15W fast charging. The ergonomic design is a nice bonus, making it easy to hold and use. Highly recommend this power bank for its versatility and reliability!",否,5,Jason_in_Gilbert,2025-01-10
US,B0D7J24952,R94X1QGE548LS,Great built quality and function,Color: Green,"As a product, this looks and feels very premium. It just feels like a quality product. I really like having this out with me and look to take it out to be used. The function is as expected with any of the magnetic battery power banks. As soon as I connect it to my phones, it'll charge correctly. The magnets are strong, and I have not had any issues with it. All my phones have the magnetic ring on the cases as well. It does charge quickly for magsafe at 15W. I was able to notice a difference on this with the iPhone 16 versus an older magsafe charger that was only 10W. Also, this was definitely thinner than the older battery with the same 10,000mAh capacity. Also, it charges up very quickly as well since it's able to charge at a pretty high rating of 30W.",否,5,Joel,2025-01-10
US,B0D7J24952,R28J159L60HCRU,Slim and charges quickly,Color: Green,"The form factor of this charger is pretty sleek, even on my iPhone 13 mini (though of course it's going to look even better hanging off the back of a regular or max iPhone). Charges quickly via convenient USB-C, and doesn't have a bunch of nooks and crannies that collect dirt if you put it in a bag or pocket. Great for topping off the airpods case as well. Best of all, visually it's pretty complementary to the aesthetics of the Apple ecosystem, so nothing looks out of place.",否,5,Rachel,2025-01-10
US,B0D7J24952,RQ0P83ZAGR7HZ,Very disappointed,Color: Green,"Tested repeatedly and left my iPhone 13 Pro Max alone. There were no notifications or anything running in the background as I put it on airplane mode. Went from 57% to 65% in 17 mins on average. I need to keep it longer to test capacity. It is great to hold, and it charges in 2 hours, which for 10,000 mah is great. But since Anker claimed that this would charge 25% in 20 mins- I am now doubtful about any claim they make. This and the 3 in one are both disappointing. Previous power banks charged much faster via MagSafe even at 7.5 watts. I may just return this unit and then never use Anker battery packs again.",是,2,AshleyDel,2025-01-10
US,B0D7J2HS1X,R2RJ6CS11WAGR6,On-the-go Power!,Color: Pink,"I used this on a recent road trip for a theme park vacation. This helped to keep my phone going on days when the battery was being drained using the map on driving days or park days when the ark app used up a lot of power. It pretty quickly replenished my phone's battery level. When charging and in my bag it got quite hot. This is my first portable charger, so this might be typical of all of them. When my phone was in hand as it charged, the temperature did not seem to be so much of an issue.",否,5,printzess27,2025-01-09
US,B0D7HZ4G5G,R3L6U8J0GFOH3S,Anker quality 5stars,,"Anker quality = apple quality
<br>😊
<br>Charging on iPhone 16 plus is pretty fast as wireless charging , compact size big battery , magnet could be stronger , quality built you feel it very solid , very functional , usb c , it is little heavy but worth it .",是,5,Kinan,2025-01-07
US,B0D7HZ4G5G,R2YNMM8YBTUFES,"Surprisingly light for 10,000 mAh power bank",,"This Anker 10,000 mAh power bank is lighter than I expected and it is not much thicker than my iPhone 14. It connects firmly to my iphone with the magsafe and starts charging right when I pushed the power button. I like how the power bank does not get warm when charging my phone like my old one. This is going to be a nice new year's present for my mom so she can keep her phone charged up when she is running errands.",是,5,Scott's Stuff,2025-01-07
US,B0D7HZ4G5G,R2YSE9P6J9LRBP,sleek and fast charging,,This power bank is built very well and feels like a quality unit. The wireless charging is pretty fast and wired is very fast for a powerbank. Only issue was it was hard to get a wireless connection with a case on the phone. it did start charging but was a little slow with the case. I will have to purchase a different case I think but not a big deal. Overall for the price this is a good powerbank.,否,5,Joseph Meissner Jr.,2025-01-07
US,B0D7DKJ75M,R1WMP55WXIMGW,Perfect,Color: Black,Works great for my iPhone 16 pro max.,是,5,Jenny S.,2025-01-07
US,B0D7HZ4G5G,R3KN30PFYWQD7H,Wonderful little battery pack.,,"This is an excellent battery pack. I like the small form factor. It is about the same size as a deck of cards. It does what it is intended to do and the magnetic charging function is spot on. It does get a little hot when in use and that is the reason for 4 out of 5 stars. I doesn't seem that it gets hot enough to bother the phone, but it can be concerning if you are like me. I would still recommend this battery pack.",是,4,Totem,2025-01-07
US,B0D7DKJ75M,R3FBJN4CI0NM4F,Perfect for on the go Travel,,Anker is one of the most reliable tech brands out there and this product is no different from any of their other. It is made solid and lasts forever. Me and my gf bought this for our Japan trip and it saved us countless times. We always needed it mid day and we were both able to charge our phone to full and the Power Bank would still not be dead. One thing I will say is that the power bank does get warm after long usage but that is to be expected and was pleasant since it doubled as a hand warmer since it was so cold in Japan during December.,是,5,Colby,2025-01-06
US,B0D7DKJ75M,R1FES0NSHWUFBM,I love this charger! My favorite portable battery bank.,,"For the price and size this little charging bank is amazing. I’ve had a few different magnetic power banks and this is by far my favorite. It charges fast, holds more power than the smaller ones I’ve owned before, but still in a very small and portable size. It starts as soon as you connect and I’m very happy with the purchase.",是,5,Luke Smith,2025-01-04
US,B0D7DKJ75M,RVD4F5HO3JHO6,Great!,,This is great. A bit heavy in the hand so you won't be power scrolling for long sessions but it charges quickly so you should be good to go relatively quickly.,是,5,Ryan Higdon,2025-01-04
US,B0D7DKJ75M,R2OUG31YXQ80RD,Works as advertised,,Works great,是,5,Rishi Moonan,2025-01-03
US,B0D7DKJ75M,R14Y5IJTJGCYW3,Battery pack,,This is a great on-the-go battery pack for iPhone users. The MagSafe charging feature makes it perfectly easy to attach to the phone and so that I don't need to carry and additional charging cord. Battery life lasts long enough for about 2-3 charges from 40%.,否,5,Olivia Wang,2025-01-02
US,B0D7DKJ75M,R2DF6EV88RS9KA,Anker is the best,,Daughter loves it,是,5,Michael Dudek,2025-01-02
US,B0D7J24952,RAKNQZ6KFRU6E,Apple Quality Design!,Color: Green,"Anker is known to be a trusted brand and its quality is exceptional. This specific power-bank is pleasing to the eye!
<br>
<br>Love the beautiful cut corners, has a very premium feel to the power bank. Works as advertised and the finish across the product is really good.
<br>
<br>Highly recommend it, The only downside would be the lack of a kick-stand for the powerbank but other than that - Everything is great!",否,5,Sam Daniel,2025-01-02
US,B0D7DKJ75M,R32RYMFTDSZV0J,"Very Handy, Especially for an Older iPhone",,"Overall, the Anker MagGo Power Bank does exactly what you would expect, and does it well. The capacity is enough to top up your phone after a day of heavy use and the slim form factor lets you put it in just about any pocket on your clothing or bag. It's even slim enough to keep on your phone while using it without sacrificing much, if any, comfort or usability.
<br>
<br>I got this for my partner as she has an older iPhone 13 and the battery health has deteriorated over the years to the point she is consistently in the 20% or lower range by the early afternoon from a full charge. The extra capacity lets her finish the day without worrying about missing communications from the office or having to use another device for web browsing or any other personal use.
<br>
<br>The only drawback has been situational, as this device doesn't have a kickstand like some other power banks. This hasn't proven to be a big issue thus far as it's rare for her to need to keep her phone in a vertical orientation while charging it, but I could see the utility in that feature. Also, the pink color is fairly muted in person, but it does allow you to quickly pick out the device from the sea of black and dark grey electronics that it's usually around or from the bottom of a bag.",是,5,Amazon Customer,2025-01-02
US,B0D7DKJ75M,R26WTBIMLT4RUV,Faulty product. Stopped charging after 2 months.,,"Purchased October 10. Was working great until today. The unit no longer accepts charge. One white light is on while plugged in but it does not charge.
<br>We are now in SEAsia until April without a power backup.",是,1,Dan C.,2025-01-02
US,B0D7J24952,R38F45G5V50RPF,Slim fast charger a bit on the pricey side,Color: Green,"Overall this is a great magnetic charger that does what it says and will charge your phone without issue. It's lightweight and compact that you can carry anywhere in case you need a charge. Like any Anker product it is well made and I expect it will last for many charges however, at 80 bucks it is on the more pricier side and would say it's the only negative about the product. I've picked up other similar banks that serve the same function at half the price so really you are paying for the brand. Just something to keep in mind, but still a great product that I can recommend!",否,5,ALAN P,2025-01-01
US,B0D7DKJ75M,R36DTESI20SRZ6,Powerful and compact,Color: Black,Excellent power source for iPhone,是,5,Michael M.,2025-01-01
US,B0D7J24952,R1CFLLFUZ8HKCZ,“Pretty much perfect”,Color: Green,"I wanted some power banks to be more prepared for next hurricane season and I jumped on this when I saw a brand name I recognized. My husband claimed this one since it was a wireless MagSafe compatible product. He used it to charge his iPhone 16 Pro Max. With the power bank fully charged and his phone at 20%, it charged the phone to 70% in about one hour and then to 90% within another hour.
<br>
<br>It’s my understanding that it’s normal for power banks to charge quickly at first and then slower once the device you’re charging gets closer to 100%, so I’m not concerned that it took another hour to charge from 70% to 90%. This didn’t charge quite as quickly as the wired power bank I used, but that’s to be expected with wireless charging.
<br>
<br>I’m very pleased with this purchase and feel lucky to have gotten it through the Vine program. My husband described it as pretty much perfect, hence the title of this review. We recommend picking one of these up. You won’t be disappointed.",否,5,Skorcho,2025-01-01
US,B0D7DKJ75M,RHPF9T1YIJZM0,"Fast mag charger, just doesn't support trickle charge.",Color: Black,Fast for charger iphones but doesn't support trickle charge wirelessly so no charging wireless earbuds.,是,4,oloung1,2025-01-01
US,B0D7DKJ75M,R26B8PTIJIZI3V,Perfect size to charge while in a pocket!,Color: Black,The perfect portable charger. The magnet is strong. The size allows this to fit in a pocket while attached. Great when you know you will likely run out of power like at a festival or where you will be using your camera a lot.,是,5,David Jordan,2024-12-31
