国家站点,ASIN,评论ID,评论标题,属性,评论内容,VP标识,星级,作者,评论时间
US,B07R295MLS,R3QRHFHZXWUD8D,Doesn’t work,Style: 11S Max,"Consistently leaves big dust bunnies at the edges of rugs, which tells me it’s not actually vacuuming stuff up so much as it’s just sweeping everything along with it as it moves",是,1,Mountain West Hiker,2025-02-15
US,B07R295MLS,R33VJC3XIGLX6A,Cheap Crap,Style: 11S Max,"Keeps swallowing part of itself; the brush. Cheap crap, they should put a proper attachment mechanism on it.",是,1,Leon Kuhne,2025-02-15
US,B07R295MLS,R196BJS92TWNS4,Whisper quiet,Style: 11S Max,Love this thing! It works well and is so quiet!,是,5,Mary Whisnant,2025-02-14
US,B07R295MLS,RF0JKUIEH3YB5,The little new member of the family,Style: 11S Max,The media could not be loaded.       &nbsp;Awesome results for with little or no expectations ….!,是,5,CHRISTOPHER D. PAYNE,2025-02-14
US,B07R295MLS,R39BQJYJTJM1UY,Defecto de fabrica le falta uno de las paricas solo tie e una ,Style: 11S Max,,是,1,Jose Antonio,2025-02-14
US,B07R295MLS,R13FJLI50I2AFS,EUFY Robot Vacuum Good N Bad,Style: 11S Max,"We've had our new Eufy Robot Vacuum for almost two months now and here are some comments, both good and not so good. We have had a previous robot vacuum for several years with a good experience.
<br>
<br>We purchased this Eufy Robot two months ago and it is quite. Way more quite than the previous brand we owned, (except when it squeaks). We run it daily throughout our 1500 sq ft home and it does a super job of picking up dirt. Our home is tile with a few throw rugs and the Eufy does not miss a beat when passing from tile to the rugs. We clean the Eufy rotating brush and debris container every day. We live in a desert area, so there is daily dirt tracking into our home.
<br>
<br>The only issue we have with this Eufy is the SQUEEK/CHIRPING noise it makes about 75% of the time. And boy is this annoying! This squeak happens at a rate of twice a SECOND, and will go on for up to 15 minutes at a time. I have removed the side brush and rotating brush as a test and the squeak still happens. So it is something inside the case making the noise. Some days it will vacuum for two hours and not make a squeak, other days, it squeaks for 15 mins, then runs quiet for 5 mins then starts squeaking again. The squeak is totally random. It happens on the rug and tile both. It is driving us nuts and is loud enough that it cannot be ignored.
<br>
<br>We are retired and living on limited income, so it's not like we're just going to go buy another robot vacuum. These type vacuums are a real benefit to those of us that getting a bit older and have some difficulty with daily cleaning. I just wish this unit didn't SQUEEK! I guess it's time for some ear plugs.",是,3,DesertBoot,2025-02-13
US,B0DCFNZF32,RD1N9L6LELRUA,Was so excited but now not so much,Style: Omni C20,After returning another brand I bought and really looking forward to this one after reading reviews and seeing videos and comments. But I’ve had just at a week and have tried several days in row to do my house. Not a large house but all hardwood. I leave off doing rooms not used and closets etc and still no luck getting a full clean for living/kitchen/2 small bathrooms/master and laundry room. I’m not having luck. It gets stuck on my vents and battery dies quick and I don’t know what I’m doing wrong. I was so excited and really thought it was going to be amazing since my floors always look dirty due to 2 pets and dark hardwood floors. Instead it looks dirtier and I have to be home to get anything done because at work it send notice stuck and battery dead could not go back to base etc etc … I’m going to give more time before returning and I’ve taken pics but so far I’m so disappointed because the one I bought and returned (different brand) mopping sucked but never got stuck and did fabulous job on vacuum. Keep in mind these are not cheap purchases!!! Maybe I’ll be able to update in week or so like another review I read did but for now not so much,是,3,Mindi S.,2025-02-13
US,B0DCFNZF32,R1CJD21V3CAW5,Water tank issue,Style: Omni C20,I have had this unit for a few months now. It worked incredible when it did work. As of now it will not suck the dirty water into the tank rendering the mop function useless. Eufy knows of this problem as they sent out an updated dirty water tank (5 weeks later) for free. Stuck the new tank in today and it still is doing the same thing. I’m extremely disappointed and I’m out over $300. Stay away from Eufy and get a Roborock.,是,1,Steven,2025-02-13
US,B0DCFNZF32,RHQPMI4M7FDJ7,Disappointed,Style: Omni C20,Very undependable. The clean- especially the mopping isn’t worth the money. Disappointed with the purchase.,是,1,JB,2025-02-13
US,B07R295MLS,R2K8G2ULFY0P3Y,Starts breaking after just 3 months!,Style: 11S Max,"Parts start falling off after just a couple months of normal use. Disappointing, because it seemed to work alright otherwise.",否,1,Heidi S.,2025-02-13
US,B07R295MLS,R2D0BL9KRVGO48,Vacuum cleaner,Style: 11S Max,Works great I love it,是,5,Bernice Benson,2025-02-12
US,B07R295MLS,R18FWMHZPDANWY,Great for the house and dog hair!,Style: 11S Max,"This vacuum actually works. I was shocked at how much it picks up, but I am so grateful to have it run while I am doing other work and it's not too loud.",是,5,Marissa,2025-02-12
US,B079QYYGF1,RZB6RVGW8OGWK,Vacuum,Style: Slim 11S,Worked for a while but had to get replacement parts 2 times. Customer Service was GREAT to work with. They sent videos and walked me through the process,是,3,CJ,2025-02-12
US,B079QYYGF1,R3AVANRU0E2OS5,It's great! Til it isn't...,Style: Slim 11S,"I've owned two of these vacuums. They're built great, not flimsy, easy to use, do not come with a mapping feature however. Doesn't take too long to charge at all. Well it works well til the day it won't take a charge anymore. Then it's garbage. Both I've owned have done this. Look elsewhere",是,2,Johnny Hot Sauce,2025-02-12
US,B079QYYGF1,R38B8DQXT8EJPT,Broke after 18 months.,Style: Slim 11S,"At first we really liked this Vaccuum. Easy to use. However, after 18 months, even with regular maintenence, the suctioning power stopped. Contacted Eufy and they would not replace it and had no options to fix it. Don't waste your money.",是,1,Mom of 2 boys,2025-02-12
US,B07R295MLS,RGD14IDZBF3GK,We frikken love this thing!!,Style: 11S Max,"We freakin love this thing!
<br>
<br>When we are having surprise visitiors we turn ""Chappy"" on and he takes care of business!
<br>
<br>There's better ones on the market but I got him on a deal and we just love our Chappy.
<br>
<br>I recommend getting one of any reputable brands/reviews",是,5,Amazon Customer,2025-02-11
US,B0DCFNZF32,R5YBNSBV8INY2,Obsessed 🤩,Style: Omni C20,The media could not be loaded.       &nbsp;This is the best robot vacuum/mop that I’ve used. It really does clean well. It is worth the $$ spent. I set it up to my Alexa. I also have it scheduled to clean my floors at night while we sleep to avoid us getting in the way. This also allows the floor to dry overnight before we wake up. I highly recommend!!,否,5,Sarah Simon,2025-02-11
US,B07R295MLS,R365EKDW51PVK9,Not as good as previous model,Style: 11S Max,"This vacuum has one front spinning brush. I does not work as well as the previous model the 30 which has 2 front brushes. I have owned and gifted quite a few of these. I believe everyone should have a robot vacuum at home and this brand has a great cost effective product. You’ll need to move things, keep cords and random stuff off the floor, empty the canister regularly and clean the brushes, but once you have it all figured out, your floors will be clean! It will clean under your couch, bed, end tables etc. You’ll also get to play a fun game of hide and seek in the rare event that the eufy gets lost and can’t find its way back to its charging port. Treat yourself to a robot vacuum, but not the 11s, go for the 30 if you can find it",是,3,Allegra Howell,2025-02-11
US,B07R295MLS,R1DMD6JZEWL2QK,This is my second one of these,Style: 11S Max,I had my first eufy for what felt like a decade and I loved it. I recommended it to everyone. I bought a new one at the end of ‘24 and it runs into everything so hard… there are black marks on all of my walls/doors/furniture. It’s the most frustrating thing. The new model only has one spin brush up front. The old model had 2. This one is just not it.,否,3,PSims,2025-02-11
US,B079QYYGF1,R2NHEP46F704UW,Worthless,Style: Slim 11S,This sucks. I had to go in after this thing with a broom after. All it does is bounce around and miss the same spot. There is no mapping feature or Wi-Fi connectivity.,是,1,KayB,2025-02-11
US,B07R295MLS,RUOX82DFL9KTT,I wanted to like this vacuum,Style: 11S Max,"The media could not be loaded.       &nbsp;Within one week of having this vacuum, it had stopped working properly. First, it struggled to return itself home, as you can see in my in my video. It would do this until I physically turned it off and placed it on its home base. It would also randomly beep and error code stating there was a low charge, and it never ran for more than 60 minutes, where as it's advertised runtime is 100 minutes. Also, it is a poor design and I wouldn't recommend it for pet owners, It was unable to vacuum hair, instead it all got tangled on its rotating brush, so I found myself giving it a daily haircut. Even with all of that aside, it ultimately spent more time vacuuming the same areas of my rooms 3-4x before it would even make it's first pass on a different area, or it would be confused and trying to turn itself around. I am not one to leave reviews, but I thought it would be worth it for people to know what they may be paying for. I had high hopes for this vacuum based on its reviews, but unfortunately I've been let down.",否,1,Annie DeWitt,2025-02-11
US,B07R295MLS,R2K072KBI7ME7Z,a,Style: 11S Max,a,是,5,Amazon Customer,2025-02-10
US,B0DCFNZF32,R3Q63VZ87TKELT,Great product,Style: Omni C20,Easy to set up. Cleans very well. Quickly moves and maps house with ease. Connects to wifi quickly. Great quality build. Sensors stop it from hitting most things. Works very good,是,5,curtis vanOrd,2025-02-10
US,B07R295MLS,R6XCZZSGXS05A,11S MAX works well but only has 1 brush,Style: 11S Max,"The media could not be loaded.       &nbsp;Overall I’m meh with this product. It cleans well and runs for a long time (the ad says it runs for 100 minutes on hardwood floors, which is all I have). I did an expirament where I swept and mopped the areas it would cover, then ran the vacuum. It was gross to see what it picked up and I missed.
<br>
<br>The two things I’m not happy about is that 1) it takes forever to charge and 2) there is only one brush. All the other eufy vacuums I’ve had there are two brushes, one on each side. I feel like this makes it less effective. The pictures don’t show the underside so I wasn’t aware. The ad also says it has “infrared-sensor for evading obstacles” which it does not. It bumps into everything. If I had known all this I would have bought a different one. Prices is normal for this type of vacuum. Probably would not buy again, maybe a different model",是,3,Sharon S.,2025-02-10
US,B07R295MLS,R3FBFPKZ9RFBVH,"Good robotic vacuum, but could be better",Style: 11S Max,"Notes and observations:
<br>1. Low profile. Gets under things that a regular vacuum can't get under.
<br>2. Has a remote to control its vacuuming modes.
<br>3. Quiet, compared to a regular vacuum.
<br>4. Relatively inexpensive.
<br>5. Edge vacuum programming works well, but it can't vacuum the area that is 2-3 inches from the wall because the width of the vacuum brushes doesn't span the diameter of the vacuum itself.
<br>6. The vacuuming of any area is totally random, since it uses bump navigation which seems inefficient and there's there's no way to know if the vacuum has actually cleaned the entire area.
<br>7. The vacuum can't vacuum the 2-foot area near the charging base, so that area never gets cleaned.
<br>8. Having a second vacuum to thoroughly clean the Robovac and its debris container is highly recommended.",是,4,Michael,2025-02-09
US,B07R295MLS,R2CHAZ3YWPJQIZ,The Eufy struggles,Style: 11S Max,"We needed to replace our other Roomba that we’d had for 2 years and it stopped working. Would’ve bought the same model, but it is no longer available, so started looking at reviews on newer models. This one seemed to fit the bill, we wanted a simple one to utilize downstairs in our home to help with pet hair and didn’t want a model that mopped. This Eufy seems to struggle with everything. It leaves clumps of dog hair all over the floor, it dies in the middle of the floor before finishing the run despite having been on the charger all day. We are just not impressed at all and plan on finding a different brand to purchase. Such a waste of money as we haven’t even had it a full two months.",是,1,VABritt,2025-02-09
US,B0DCFNZF32,R1M1W7FQZQG3A6,Mop not working,Style: Omni C20,"The mop does not rotate and does not go down pushing. According to the app, it should be mopping but it does not work.",是,1,Johnny Ariel Cortes Soto,2025-02-09
US,B07R295MLS,R3FLDX4083ZVLR,"If you have a dog, you absolutely need this!",Style: 11S Max,I have no idea how I managed without this amazing beautiful machine. I have a golden retriever and she sheds everywhere. I can run this every day picks up her hair makes the place look beautiful and it’s amazing.,是,5,Diana Wood,2025-02-08
US,B07R295MLS,R3JIZQQXCYBEPT,"Effective, substantial, non-mapping robovac",Style: 11S Max,"Got here quickly and looks substantial. Has run twice and done a great job. This is our 4th Eufy 11s, but the first 11s max. The first 3 were 11s slims. I’m hoping this one stands up to our German Shepherd (a.k.a “German Shedder”) a bit better. I’m very, very happy with Eufy’s customer service and technical support. They really want you to be happy and go the extra mile.
<br>
<br>We don’t want the higher tech versions and avoid models with apps and connectivity. We just want it to vacuum, period. We’ve been very happy with the 11s robovacs. They give us all the features we need and perform well. We’re again looking forward to floors free of furry tumbleweeds.",是,5,shoreline4,2025-02-08
US,B07R295MLS,R2M8G9EHB8PDT3,Greatly exceeded expectations!!,Style: 11S Max,"I am a big fan of the basic Roomba I bought around 10 years ago, but felt that the holiday sales presented a good opportunity to buy another robot vacuum. While doing online research, I was concerned by comments that Roomba product support was not what it used to be, and I also was not interested in spending big bucks on a newer model that took 8 hours to program (my idea of torture!). Reading good reviews of Eufy, I decided to give it a try, and I am very impressed! Here's what I love:
<br>- Simple assembly and replacement of parts.
<br>- Much quieter than my old Roomba.
<br>- Longer battery life than my old Roomba.
<br>- Excellent clean-up -- I would say, better than my old Roomba judging from the amount of cat hair in the receptacle.
<br>- Slimmer design gets under my kitchen cabinets much better than my old Roomba.
<br>- Navigates smoothly between tile, wood and carpets.
<br>- Although the instructions warned to keep the Eufy away from stairs, I watched closely and found that it swept right up to the edge of the stairs without toppling down them, so this is no longer a concern.
<br>I have found only one drawback:
<br>- For some reason, there's an on-off switch on the bottom of the sweeper. Why?? It initially put me into a panic when I couldn't get the sweeper to start!
<br>At this reasonable price point, I expect to buy more Eufy bots in the future!",是,5,S. Mosher,2025-02-08
US,B07R295MLS,R6RP43RLHGTPG,To robot or not to robot...,Style: 11S Max,"Rating four stars even though I'm returning and here's why:
<br>
<br>If you've used a robot vacuum before, this seems like a great low-cost version. It's not super loud (though don't expect it to be silent either) and sucks up everything in its path. It's pretty decent at maneuvering its why around things after a little bumping around. Altogether, perfectly good for the price.
<br>
<br>This is my first time trying out a robot vacuum though, and I was unaware of just how many little things would effect its ability to transverse my apartment. I have a small apartment where the chairs are all too tight for it to get under, ornamental blankets drape off the furniture, a lightweight mirror sits in the corner, dozens of cat toys are spread across the ground, chaotic storage is placed under all the furniture, and small, light carpets sit in five different places, with too-high of pile cat trees in a couple others. In order to make the space usable for the vacuum, I have to spend as much time as I normally would sweeping/vacuuming just to pick up and rearrange things.
<br>
<br>Before purchasing, probably consider whether your space is suitable for a robot vacuum in the first place. If it is, this is great cheaper alternative to the fancier versions. If not, maybe human power is still the best power for you.",是,4,Danny Bryn,2025-02-08
US,B0DCFNZF32,R1AH2RE1T8ES4E,"Easy to clean and maintain, very smart, but not good with pet hair",Style: Omni C20,"I have had the vaccum for a couple of months now so it is time for my review. I have tried a couple of different vaccuum types and brands around the $200-$300 price range. As a working mom of two little boys, I love my robot vacuums! Now that being said my typical favorite is shark, but I love my eufy handheld vacuum so I decided to give this one a shot. Ultimately, Shark comes out on top for me, but there are certain qualities of the eufy that might make it better for you. It ultimately depends on what you are looking for, and in my opinion, if you have a pet. Here is my comparison:
<br>
<br>Ease of maintenance: this is the only reason that makes the race between eufy and shark neck and neck for me. My shark if filled with filters, there are so many different filters hidden in so many different places, it makes it really hard to clean and maintain the vacuum. I don’t even know where all of them are and I have to buy all of these different things. I worry about if they stop making one of these filters, I can’t use the vacuum. And when I empty it, dust and dirt is flies into the air. Where eufy is extremely easy. It has a washable filter that is easy to access. It has a bag which has a closeble tab so when you pull it out all of your dust and dirt is trapped. Everything about this thing is simple, take it off and wash it. Easy as could be.
<br>
<br>Suction/ power: By far my shark as better suction. It doesn’t leave anything behind, enough to pull the dirt out of my wood floor. I have a dog with short hair and it’s enough to constantly clog the eufy. If it’s not clogged on the inside of the vaccuum it’s clogged on the inside of the base. I am stuck manually unclogging it or emptying it, still getting dust and dirt everywhere. This also effects the suction and I have to pay attention constantly to whether it’s clogged or not.
<br>
<br>Smartness: The eufy is by far smarter than my shark. Now you could probably pay more for a smarter shark but price wise, I can set boundaries, map the house, tell it to mop more in the kitchen and only vaccum the living room. I can have it vaccuum the living room more days a week than others. The shark I have just goes back and forth until it hits thing.
<br>
<br>Overall I would love to see how this thing worked if I didn’t have a dog, because I feel like it has enough power to get the job done and it’s ease of maintenance and not having a plethora of different filters to replace is a huge win for me.",是,3,Morgan,2025-02-08
US,B079QYYGF1,R3HUJEQYRAZZSX,Not effective,Style: Slim 11S,More or less effective!!,是,3,Joe,2025-02-08
US,B07R295MLS,R1G3EW7NF2HLG1,Great buy,Style: 11S Max,Very obedient!,是,5,An eye for the best,2025-02-07
US,B07R295MLS,R33LX14GQT8DXY,Dust bin is too mall if you have a dog that sheds,Style: 11S Max,Vacuum very good and suction is great but if you have a dog that sheds the dustpan is too small since the unit is lower it seems to get stuck in places the higher versions don't.,是,3,Bruce Staffeld,2025-02-07
US,B07R295MLS,RZVY2ZHYMEKNG,Scam,Style: 11S Max,When it worked it worked great this is the second 1 I have Purchased . The 1st one Stopped working shortly after The warranty time was over. I bought another 1. Stop working Shortly before the warranty. I called the company set on hold for long time finally Requested a call back which I never received Life got busy I called back a few days after the warranty expired Tell them of my dilemma and they would do. They told me I should buy another unit. They are only designed to last for 1 year,是,1,Paula Cox,2025-02-07
US,B07R295MLS,R2QRB7NV0D2G2E,Poor Product.,Style: 11S Max,"When we tried to program it there was never a time when it worked properly.
<br>Also)))) it got hung up on everything.
<br>When I looked into RETURN there were stipulations-
<br>Complications.
<br>Bad Waste of Money",是,1,Lisa,2025-02-07
US,B0DCFNZF32,R3HEZC9UUNW47,Unimpressive.,Style: Omni C20,"Robot vacuum/mops continue to be a technology that promises more than it can delivery. The Omni C20 clearly displays this straight out of the box. Setup went reasonably well except for the unit not realizing it had connected to my Wifi - gave an error message even though properly connected.
<br>The main function for any vac/mop is cleaning. Mapping skipped several areas, and the first attempt at cleaning simply wood floors showed a pathetic battery life - ate up over 40% of the battery cleaning one 300 sq ft room. Skipping going under a couch where it had over 2 inches of clearance, it decided to wedge itself under a table stating its 'wheel is stuck'. Did this 3 times even when repositioned.
<br>Back in the box and returned.",是,1,K. Farber,2025-02-07
US,B07R295MLS,R1EFRPD8753DI8,Gets stuck WITHOUT FAIL,Style: 11S Max,"I've tried furniture risers that would let the vacuum get under couches and coffee tables; I have taken the legs off of those same furniture pieces so the robot cannot get under them; I have tried vacuuming room by room and closing the door. WITHOUT EXCEPTION, this vacuum gets stuck somewhere every single time I use it!! Whether it's in a corner due to a sock or wedges itself between furniture legs, I have not been able to get my whole apartment vacuumed without having to crawl under a couch, bed, desk, or table to retrieve this Eufy. I tried to find a better one with enhanced object avoidance, and this one came up recommended. WHAT A JOKE!!",否,1,Young Professional 75,2025-02-07
US,B07R295MLS,R28HY1UGWM0KPK,Doesn’t Last,Style: 11S Max,"This vacuum worked great at first (ordered 4 months ago). However, after using it the past four months, it has slowly deteriorated. It picks up less and less dirt and dog hair each day. The brush that sweeps the floor has completely fallen apart - only a few bristles are left.
<br>
<br>Thought we were saving by money by buying a less known brand with the same quality, but knowing now, I would have just spent the money on a higher dollar iRobot product.",是,1,Doesn’t Last,2025-02-07
US,B07R295MLS,R33VMCANVHWUKK,They REALLY WORK!,Style: 11S Max,"I have THREE of the Dufy robot vacuums for several years now and not one issue and I LOVE THEM! I am 75,YO-I am NOT tech savvy and I can operate the easy directions. Even though I do vacuum,when I run them the next day they pick up SO MUCH stuff I can't believe I left behind with my Dyson - I really don't need 3, because I only have two bedrooms, but it gets the job done quicker and my doggy appreciates that -I really believe I could have spent three-four times the $ and not have it work any better than the Eufy! At least get one.",是,5,john meyerhofer,2025-02-06
US,B079QYYGF1,R3CLXOA4CY5GM2,Works great,Style: Slim 11S,Works great. The skinner version made my life much essirer with the ability to get to more places.,是,5,William Barrett,2025-02-06
US,B07R295MLS,R2WA54AZLB6N4O,Unit is great but filter is terrible,Style: 11S Max,I've bought several of this brand and have always loved it but for some reason on this one they just left the filter in it with no covering. I didn't return it because I'm just using the dust bin from an old one where there is a protective cover over the filter. If I didn't have the old one I would have returned. The whole front of the unit gets dusty from the uncovered filter if I use the original dust bin.,是,3,Greg Nugent,2025-02-06
US,B0DCFNZF32,R26Z1R8EY9YHI5,Less than a month stopped working,Style: Omni C20,"After a few operation it stopped working
<br>The red light is on, is not charged , not connected to app, not cleaning
<br>This is only a few times use and they closed the return window in a month
<br>This is very expensive thing and I will not trust eufy ever again.",是,1,Judy,2025-02-06
