avatarThumbnail,cid,createTime,createTimeISO,diggCount,repliesToId,replyCommentTotal,submittedVideoUrl,text,uid,uniqueId,videoWebUrl
https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/d80c566ce5c99ed4a1473c13bf4bd00d~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&nonce=33236&refresh_token=983b2fa74ca3f403f2cb7c95460ff84a&x-expires=1740495600&x-signature=GEZFSPJMycAGM4sl1kI%2FS1IHKHg%3D&idc=no1a&ps=13740610&shcp=ff37627b&shp=30310797&t=4d5b0474,7468696313930007327,1738941438,2025-02-07T15:17:18.000Z,1,,0,https://www.tiktok.com/@nataliia.sahm/video/7439424495473085742,Yesss!,6842001007494710277,toybeck,https://www.tiktok.com/@nataliia.sahm/video/7439424495473085742
https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/7334307160619155462~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&nonce=62262&refresh_token=838da1b63e833d8ee54575bad10b50e0&x-expires=1740495600&x-signature=SmkElDda9c6Mhxy61yuk7R12vto%3D&idc=no1a&ps=13740610&shcp=ff37627b&shp=30310797&t=4d5b0474,7449490593820476203,1734469710,2024-12-17T21:08:30.000Z,1,,0,https://www.tiktok.com/@nataliia.sahm/video/7439424495473085742,"Love ours! Mops the floor, WiFi starting w room mapping… puts the Samsung we had to shame.",6828346004913193990,dontworrykeepgoing,https://www.tiktok.com/@nataliia.sahm/video/7439424495473085742
https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/7a7b3c2fe82ce163de3a8f8a91acec4c~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&nonce=48319&refresh_token=90a8ec4e8c9ec50ff2fb8cc4a596451c&x-expires=1740495600&x-signature=BsSygmFgnBRmpx%2F0n8xkF3B3wi8%3D&idc=no1a&ps=13740610&shcp=ff37627b&shp=30310797&t=4d5b0474,7453080778559488811,1735305642,2024-12-27T13:20:42.000Z,1,,0,https://www.tiktok.com/@nataliia.sahm/video/7439424495473085742,"I love how sleek it looks, too",6779736886967534597,b_saylor,https://www.tiktok.com/@nataliia.sahm/video/7439424495473085742
https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/7345161204362870826~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&nonce=26471&refresh_token=3c8de0d667443fb77416f05aea3283a7&x-expires=1740495600&x-signature=SMP1ucx8NqbS91ftYcI%2F1UrFaDg%3D&idc=no1a&ps=13740610&shcp=ff37627b&shp=30310797&t=4d5b0474,7446502088168735534,1733773889,2024-12-09T19:51:29.000Z,1,,0,https://www.tiktok.com/@nataliia.sahm/video/7439424495473085742,Are you still loving it?,6821673361791632389,destanee.brown,https://www.tiktok.com/@nataliia.sahm/video/7439424495473085742
https://p16-sign-va.tiktokcdn.com/musically-maliva-obj/1594805258216454~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&nonce=66908&refresh_token=b04e821dd837ed1f13684aec6a07f2c0&x-expires=1740495600&x-signature=w4%2B31RZ0ehf%2FY6wn%2FneLdVcAU4E%3D&idc=no1a&ps=13740610&shcp=ff37627b&shp=30310797&t=4d5b0474,7453257153995539230,1735346668,2024-12-28T00:44:28.000Z,1,,0,https://www.tiktok.com/@nataliia.sahm/video/7439424495473085742,On vinyl floor??????,6861652449809613830,roseypoison,https://www.tiktok.com/@nataliia.sahm/video/7439424495473085742
https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/fe6ba8d0987f6cf776c2ea01e2ec7007~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&nonce=15372&refresh_token=d2000952b1ea1b3b1c6693498183eb8b&x-expires=1740495600&x-signature=cVkLw1DelcU7%2BAcM%2Bwq3xLcq1EQ%3D&idc=no1a&ps=13740610&shcp=ff37627b&shp=30310797&t=4d5b0474,7445493162524246830,1733538980,2024-12-07T02:36:20.000Z,1,,0,https://www.tiktok.com/@nataliia.sahm/video/7439424495473085742,Do they do collabs with people or did you purchase this?,6766635284034700293,rachelloganjackso,https://www.tiktok.com/@nataliia.sahm/video/7439424495473085742
https://p16-sign-va.tiktokcdn.com/musically-maliva-obj/1594805258216454~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&nonce=61309&refresh_token=a5df5ed310d699187d752246dfc29323&x-expires=1740495600&x-signature=w4%2B31RZ0ehf%2FY6wn%2FneLdVcAU4E%3D&idc=no1a&ps=13740610&shcp=ff37627b&shp=30310797&t=4d5b0474,7439432291888087838,1732127825,2024-11-20T18:37:05.000Z,1,,0,https://www.tiktok.com/@nataliia.sahm/video/7439424495473085742,Great!,7376074947368551466,mom_to_be5,https://www.tiktok.com/@nataliia.sahm/video/7439424495473085742
https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/1cd37af4c7d9eca2d862b7f978cbefea~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&nonce=14265&refresh_token=e04b03e259a90b96f9d8077b99b65b26&x-expires=1740495600&x-signature=4EPfwB4z4bEkvqHTfwLQ3GlNz44%3D&idc=no1a&ps=13740610&shcp=ff37627b&shp=30310797&t=4d5b0474,7447266228505707306,1733951816,2024-12-11T21:16:56.000Z,1,,0,https://www.tiktok.com/@nataliia.sahm/video/7439424495473085742,,7389400180054098987,akisaxtea25,https://www.tiktok.com/@nataliia.sahm/video/7439424495473085742
https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/c9ddacca898c19dba9a70e44e9aa0160~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&nonce=87994&refresh_token=0ce4ac7061b0d6ee1bdc8e03a3bf8568&x-expires=1740495600&x-signature=RPbtzpmF5T2J8uNET1XOKH83C7w%3D&idc=no1a&ps=13740610&shcp=ff37627b&shp=30310797&t=4d5b0474,7445310649525846830,1733496500,2024-12-06T14:48:20.000Z,1,,0,https://www.tiktok.com/@nataliia.sahm/video/7439424495473085742,,7396498287815263274,blas.ponce3,https://www.tiktok.com/@nataliia.sahm/video/7439424495473085742
https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/816657d760cbadeb3a3fced005fd09b0~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&nonce=31071&refresh_token=afb9e5cd9e28c61face713019ebdc911&x-expires=1740495600&x-signature=lwp1k0npZbv1MEc4HnsdEAo%2BG9A%3D&idc=no1a&ps=13740610&shcp=ff37627b&shp=30310797&t=4d5b0474,7439427968441107230,1732126815,2024-11-20T18:20:15.000Z,1,,0,https://www.tiktok.com/@nataliia.sahm/video/7439424495473085742,,7358965084515255338,evgenii.dad,https://www.tiktok.com/@nataliia.sahm/video/7439424495473085742
https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/af56800ccf2acdf7c850c195b1aa303f~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&nonce=82483&refresh_token=e5e86320212b4dcc0fdca6a7e9001806&x-expires=1740495600&x-signature=w58IQUFOE%2BQGgxuFVZOJANi1sj4%3D&idc=no1a&ps=13740610&shcp=ff37627b&shp=30310797&t=4d5b0474,7460043225824658194,1736926697,2025-01-15T07:38:17.000Z,1,,0,https://www.tiktok.com/@nataliia.sahm/video/7439424495473085742,,7010018633876374555,angge2997,https://www.tiktok.com/@nataliia.sahm/video/7439424495473085742
https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/af56800ccf2acdf7c850c195b1aa303f~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&nonce=82483&refresh_token=e5e86320212b4dcc0fdca6a7e9001806&x-expires=1740495600&x-signature=w58IQUFOE%2BQGgxuFVZOJANi1sj4%3D&idc=no1a&ps=13740610&shcp=ff37627b&shp=30310797&t=4d5b0474,7460043420808086280,1736926731,2025-01-15T07:38:51.000Z,1,,0,https://www.tiktok.com/@nataliia.sahm/video/7439424495473085742,,7010018633876374555,angge2997,https://www.tiktok.com/@nataliia.sahm/video/7439424495473085742
https://p16-sign-va.tiktokcdn.com/musically-maliva-obj/1594805258216454~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&nonce=15219&refresh_token=553f6623e5d879a55899c97953bf199f&x-expires=1740495600&x-signature=w4%2B31RZ0ehf%2FY6wn%2FneLdVcAU4E%3D&idc=no1a&ps=13740610&shcp=ff37627b&shp=30310797&t=4d5b0474,7459875568839049990,1736887653,2025-01-14T20:47:33.000Z,1,,0,https://www.tiktok.com/@nataliia.sahm/video/7439424495473085742,,7056445194694099973,user4993497509140,https://www.tiktok.com/@nataliia.sahm/video/7439424495473085742
https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/7321868128248397867~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&nonce=78546&refresh_token=d5fdbff6667305f2dd21eb131250367a&x-expires=1740495600&x-signature=B8mJfH0Bcjgch3rmPgcuOt5aR%2FU%3D&idc=no1a&ps=13740610&shcp=ff37627b&shp=30310797&t=4d5b0474,7473425792367510318,1740042611,2025-02-20T09:10:11.000Z,0,,0,https://www.tiktok.com/@nataliia.sahm/video/7439424495473085742,♥️♥️♥️,6570445952082001926,missxsenpai,https://www.tiktok.com/@nataliia.sahm/video/7439424495473085742
https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/c57a53fe1f05bcf54f381a6f210a2d53~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&nonce=92502&refresh_token=049e42db923c22c59682ae15c2a54bc1&x-expires=1740495600&x-signature=pjFR%2BmPTp%2B2MF%2B8B%2BrZkzGZFDn0%3D&idc=no1a&ps=13740610&shcp=ff37627b&shp=30310797&t=4d5b0474,7451741525866545963,1734993792,2024-12-23T22:43:12.000Z,3,,0,https://www.tiktok.com/@nataliia.sahm/video/7439424495473085742,Definitely not enough to learn on how it mops an entire room in the commercial. I will pass on taking a chance on $400 machine.,7206710194913854506,lgarza25,https://www.tiktok.com/@nataliia.sahm/video/7439424495473085742
https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/1c82364721ee0fdd0edc62a730ab29be~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&nonce=33360&refresh_token=a4aac672b59cd02fb854dcc738f11bdd&x-expires=1740495600&x-signature=eZbLdRijQDWLN3pE%2B4PvLAlZPWo%3D&idc=no1a&ps=13740610&shcp=ff37627b&shp=30310797&t=4d5b0474,7448974096458826526,1734349455,2024-12-16T11:44:15.000Z,1,,2,https://www.tiktok.com/@nataliia.sahm/video/7439424495473085742,Only a few days left ⏰ Get $200 off and have it in time for Christmas . Don’t miss the Final Sale on TikTok Shop now  ️,6893810131097404417,eufyhome,https://www.tiktok.com/@nataliia.sahm/video/7439424495473085742
https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/8fb8404cf1a92e8d5d3213eb20827688~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&nonce=5568&refresh_token=b05a48428338ce1b31b4d667d8265eef&x-expires=1740495600&x-signature=8AMWFpGUYKQRdpyZWERrVLp46y8%3D&idc=no1a&ps=13740610&shcp=ff37627b&shp=30310797&t=4d5b0474,7447126967810753322,1733919421,2024-12-11T12:17:01.000Z,2,,0,https://www.tiktok.com/@nataliia.sahm/video/7439424495473085742,Or you can actually mop?,6869575091921323013,boomitsbenji,https://www.tiktok.com/@nataliia.sahm/video/7439424495473085742
https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/7352159589036458026~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&nonce=39942&refresh_token=9785f96150cdc166720e5dc08bec096a&x-expires=1740495600&x-signature=CTcTkXYX787zieSBFl83I0ZonIw%3D&idc=no1a&ps=13740610&shcp=ff37627b&shp=30310797&t=4d5b0474,7455421216549061419,1735850536,2025-01-02T20:42:16.000Z,1,,0,https://www.tiktok.com/@nataliia.sahm/video/7439424495473085742,Moving in and there is mysterious white liquid all over the floor? Great,6802634667742774277,logangroves423,https://www.tiktok.com/@nataliia.sahm/video/7439424495473085742
https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/02abd2df97e895cc7bd38cbaac375e3b~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&nonce=64547&refresh_token=56f1abee5871347ceb5a6a74d4fc0d2a&x-expires=1740495600&x-signature=WjAmwJHmLH%2BnzJImamYZlEJ5MsQ%3D&idc=no1a&ps=13740610&shcp=ff37627b&shp=30310797&t=4d5b0474,7455394845521511198,1735844404,2025-01-02T19:00:04.000Z,1,,0,https://www.tiktok.com/@nataliia.sahm/video/7439424495473085742,price just keeps getting higher,6947322639430484998,yaqui_girl,https://www.tiktok.com/@nataliia.sahm/video/7439424495473085742
https://p16-pu-sign-useast8.tiktokcdn-us.com/tos-useast5-avt-0068-tx/c296406b00c2162d54bf30f030187324~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&nonce=95211&refresh_token=526a32e1946894ad83458b296eada8ab&x-expires=1740495600&x-signature=6RffCmOJOYxE93Am0HnWPc6EDDw%3D&idc=useast5&ps=13740610&shcp=ff37627b&shp=30310797&t=4d5b0474,7446904106344629038,1733867490,2024-12-10T21:51:30.000Z,1,,0,https://www.tiktok.com/@nataliia.sahm/video/7439424495473085742,they come out with this right after I got the iRobot one,6691499905335460870,monkey8729,https://www.tiktok.com/@nataliia.sahm/video/7439424495473085742
https://p19-pu-sign-useast8.tiktokcdn-us.com/tos-useast5-avt-0068-tx/7350908731162361899~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&nonce=52838&refresh_token=530bb4aae3df999d087beaf67375d058&x-expires=1740495600&x-signature=4LpKFV0ieCtTtfbSeW3p01pLE3Y%3D&idc=useast5&ps=13740610&shcp=ff37627b&shp=30310797&t=4d5b0474,7455696415101797166,1735914632,2025-01-03T14:30:32.000Z,1,,0,https://www.tiktok.com/@nataliia.sahm/video/7439424495473085742,You move a lot?,6822047711928714246,mkay4589023,https://www.tiktok.com/@nataliia.sahm/video/7439424495473085742
https://p19-pu-sign-useast8.tiktokcdn-us.com/tos-useast8-avt-0068-tx2/6a8329280b5c989059cb1c2e7c933c08~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&nonce=41768&refresh_token=7bf558acd3b70794d9c682b3d81dced4&x-expires=1740495600&x-signature=oOjH0taJZKRN650%2FhpzJyK7UeXo%3D&idc=useast5&ps=13740610&shcp=ff37627b&shp=30310797&t=4d5b0474,7473709985283343150,1740108727,2025-02-21T03:32:07.000Z,1,,1,https://www.tiktok.com/@marcc_16/video/7435002874784140590,I can't get mine to wash,6935475400910849030,annette_0814,https://www.tiktok.com/@marcc_16/video/7435002874784140590
https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/944399a96322d0b76704d6d587af072c~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&nonce=36644&refresh_token=7ab2d5d8c43d7f67120c62edc002a630&x-expires=1740495600&x-signature=THK1kDrTpkL%2FVR8Ye%2BNbCcMCeEc%3D&idc=useast5&ps=13740610&shcp=ff37627b&shp=30310797&t=4d5b0474,7473735305545089822,1740114639,2025-02-21T05:10:39.000Z,0,7473709985283343150,,https://www.tiktok.com/@marcc_16/video/7435002874784140590,Oh no shoot me a message I can help you!,1446566,marcc_16,https://www.tiktok.com/@marcc_16/video/7435002874784140590
https://p19-pu-sign-useast8.tiktokcdn-us.com/tos-useast5-avt-0068-tx/a230caad1cd1994265920e25ca03e99c~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&nonce=35368&refresh_token=dacc6e04c88cf23dea2cc5b0566cbec8&x-expires=1740495600&x-signature=GE2Olu11fRdW%2BdaHJKDVjU52JmU%3D&idc=useast5&ps=13740610&shcp=ff37627b&shp=30310797&t=4d5b0474,7472026015062278958,1739716651,2025-02-16T14:37:31.000Z,0,,0,https://www.tiktok.com/@marcc_16/video/7435002874784140590,I have mine doing its maiden voyage now. I will let you know. I do caution you to ensure there are no cords/wires on the floor. It has snagged mine and I had to release it.,6909213642001466374,timboukou,https://www.tiktok.com/@marcc_16/video/7435002874784140590
https://p16-pu-sign-useast8.tiktokcdn-us.com/tos-useast5-avt-0068-tx/7354653046233628714~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&nonce=52159&refresh_token=5d36d74e52133588ebe1e21b32f57560&x-expires=1740495600&x-signature=t1U0aIinpzILq%2FujDxrPPYUrySA%3D&idc=useast5&ps=13740610&shcp=ff37627b&shp=30310797&t=4d5b0474,7443102347369333546,1732982330,2024-11-30T15:58:50.000Z,1,,1,https://www.tiktok.com/@marcc_16/video/7435002874784140590,will it work on area rugs,7000077540996056070,mikeheflin573,https://www.tiktok.com/@marcc_16/video/7435002874784140590
https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/944399a96322d0b76704d6d587af072c~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&nonce=36644&refresh_token=7ab2d5d8c43d7f67120c62edc002a630&x-expires=1740495600&x-signature=THK1kDrTpkL%2FVR8Ye%2BNbCcMCeEc%3D&idc=useast5&ps=13740610&shcp=ff37627b&shp=30310797&t=4d5b0474,7445243482983990047,1733480885,2024-12-06T10:28:05.000Z,1,7443102347369333546,,https://www.tiktok.com/@marcc_16/video/7435002874784140590,Yes it will!,1446566,marcc_16,https://www.tiktok.com/@marcc_16/video/7435002874784140590
https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/7329377223029293061~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&nonce=93199&refresh_token=958462e06d407617005bc5f5afc469a5&x-expires=1740495600&x-signature=cTKNHxQGWP%2BqHH08vOXq3dEowX4%3D&idc=useast5&ps=13740610&shcp=ff37627b&shp=30310797&t=4d5b0474,7435289695318197034,1731163308,2024-11-09T14:41:48.000Z,1,,0,https://www.tiktok.com/@marcc_16/video/7435002874784140590,i love mine,6556667791616786434,sunsetnailbar,https://www.tiktok.com/@marcc_16/video/7435002874784140590
https://p16-pu-sign-useast8.tiktokcdn-us.com/tos-useast5-avt-0068-tx/216294173f365db85960741211877d88~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&nonce=61010&refresh_token=58da0c9a88c38e429e21948980566544&x-expires=1740495600&x-signature=5BQU9NbF1CmVPuyjsHLtE14A434%3D&idc=useast5&ps=13740610&shcp=ff37627b&shp=30310797&t=4d5b0474,7435004692558775083,1731096951,2024-11-08T20:15:51.000Z,1,,1,https://www.tiktok.com/@marcc_16/video/7435002874784140590,Can we get a home tour!?,6808676903680181254,kimberlysvc,https://www.tiktok.com/@marcc_16/video/7435002874784140590
https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/944399a96322d0b76704d6d587af072c~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&nonce=36644&refresh_token=7ab2d5d8c43d7f67120c62edc002a630&x-expires=1740495600&x-signature=THK1kDrTpkL%2FVR8Ye%2BNbCcMCeEc%3D&idc=useast5&ps=13740610&shcp=ff37627b&shp=30310797&t=4d5b0474,7435164353228686111,1731134130,2024-11-09T06:35:30.000Z,1,7435004692558775083,,https://www.tiktok.com/@marcc_16/video/7435002874784140590,Yess sooon,1446566,marcc_16,https://www.tiktok.com/@marcc_16/video/7435002874784140590
https://p16-pu-sign-useast8.tiktokcdn-us.com/tos-useast5-avt-0068-tx/8f3af438e0ee5fdec8b594c7a34660a4~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&nonce=21994&refresh_token=5861066edda3a2e2fa2d2e9d223b2ef2&x-expires=1740495600&x-signature=%2BhVg95dDB7a93ivMN8OOhyqyRwA%3D&idc=useast5&ps=13740610&shcp=ff37627b&shp=30310797&t=4d5b0474,7435371857618076459,1731182431,2024-11-09T20:00:31.000Z,1,,0,https://www.tiktok.com/@marcc_16/video/7435002874784140590,@Jaime.Nat buy me one,6771578012859237381,ayeitzsteph_,https://www.tiktok.com/@marcc_16/video/7435002874784140590
